Title,Desc,Type,BodyPart,Equipment,Level,text
Spinal Stretch,The spinal stretch is a restorative flexibility exercise targeting the lower back and erector spinae. Twisting or elongating the spine gently relieves tension built up from heavy lifting or prolonged sitting. It is typically performed for time holds during a cool-down.,Stretching,Middle Back,Body Only,Intermediate,Spinal Stretch The spinal stretch is a restorative flexibility exercise targeting the lower back and erector spinae. Twisting or elongating the spine gently relieves tension built up from heavy lifting or prolonged sitting. It is typically performed for time holds during a cool-down.
Upper Back Stretch,"The upper back stretch is a mobility exercise targeting the rhomboids and trapezius. Clasping the hands and pushing forward rounds the upper back, providing a deep stretch between the shoulder blades. It is typically performed for time holds post-workout.",Stretching,Middle Back,Body Only,Intermediate,"Upper Back Stretch The upper back stretch is a mobility exercise targeting the rhomboids and trapezius. Clasping the hands and pushing forward rounds the upper back, providing a deep stretch between the shoulder blades. It is typically performed for time holds post-workout."
Middle Back Stretch,The middle back stretch is a flexibility exercise targeting the thoracic spine and lats. Actively stretching this region improves rotational mobility and helps correct rounded-shoulder posture. It is typically performed for time holds during recovery or a warm-up.,Stretching,Middle Back,Body Only,Intermediate,Middle Back Stretch The middle back stretch is a flexibility exercise targeting the thoracic spine and lats. Actively stretching this region improves rotational mobility and helps correct rounded-shoulder posture. It is typically performed for time holds during recovery or a warm-up.
TBS Pull-Up,"The TBS pull-up is a fundamental bodyweight exercise targeting the lats and upper back. Pulling the body weight over a bar builds supreme upper-body strength and creates the coveted ""V-taper"" look in the back. It is usually performed for moderate reps in any back routine.",Strength,Middle Back,Body Only,Intermediate,"TBS Pull-Up The TBS pull-up is a fundamental bodyweight exercise targeting the lats and upper back. Pulling the body weight over a bar builds supreme upper-body strength and creates the coveted ""V-taper"" look in the back. It is usually performed for moderate reps in any back routine."
HM Angel Stretch,"The HM angel stretch is a mobility exercise targeting the chest, shoulders, and upper back. Mimicking a snow angel against a wall actively improves shoulder external rotation and thoracic posture. It is typically performed for moderate reps in a postural correction routine.",Strength,Middle Back,Body Only,Intermediate,"HM Angel Stretch The HM angel stretch is a mobility exercise targeting the chest, shoulders, and upper back. Mimicking a snow angel against a wall actively improves shoulder external rotation and thoracic posture. It is typically performed for moderate reps in a postural correction routine."
UNS Foam Roll Upper Back,"The UNS foam roll upper back is a recovery and mobility technique targeting the thoracic spine and traps. Rolling out this area helps release tight fascia, crack stiff joints, and improve overhead pressing mobility. It is typically performed for time during a warm-up.",Strength,Middle Back,Body Only,Intermediate,"UNS Foam Roll Upper Back The UNS foam roll upper back is a recovery and mobility technique targeting the thoracic spine and traps. Rolling out this area helps release tight fascia, crack stiff joints, and improve overhead pressing mobility. It is typically performed for time during a warm-up."
30 Back Neutral-Grip Pull-Down,"The 30 back neutral-grip pull-down is a machine exercise targeting the lats and brachialis. The neutral grip is highly joint-friendly and allows for a massive, strong pull to build overall back size. It is usually performed for moderate to high reps in back workouts.",Strength,Middle Back,Body Only,Intermediate,"30 Back Neutral-Grip Pull-Down The 30 back neutral-grip pull-down is a machine exercise targeting the lats and brachialis. The neutral grip is highly joint-friendly and allows for a massive, strong pull to build overall back size. It is usually performed for moderate to high reps in back workouts."
30 Back Pull-Up,"The 30 back pull-up is a classic compound upper-body exercise targeting the latissimus dorsi. The overhand grip forces the back to do the majority of the work, building functional pulling strength and width. It is usually performed for moderate reps or to failure.",Strength,Middle Back,Body Only,Intermediate,"30 Back Pull-Up The 30 back pull-up is a classic compound upper-body exercise targeting the latissimus dorsi. The overhand grip forces the back to do the majority of the work, building functional pulling strength and width. It is usually performed for moderate reps or to failure."
30 Back Reverse-Grip Pull-Up,"The 30 back reverse-grip pull-up is a bodyweight exercise targeting the lower lats and biceps. Often called a chin-up, the underhand grip allows for a deep stretch and heavily recruits the biceps for assistance. It is usually performed for moderate reps in back routines.",Strength,Middle Back,Body Only,Intermediate,"30 Back Reverse-Grip Pull-Up The 30 back reverse-grip pull-up is a bodyweight exercise targeting the lower lats and biceps. Often called a chin-up, the underhand grip allows for a deep stretch and heavily recruits the biceps for assistance. It is usually performed for moderate reps in back routines."
ACFT Medicine ball overhead power throw,"The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.",Strength,Middle Back,Medicine Ball,Intermediate,"ACFT Medicine ball overhead power throw The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement."
Upright Row - With Bands,"The upright row with bands is an upper-body exercise targeting the lateral deltoids and traps. The resistance band provides continuous tension, burning out the shoulders safely at the top of the pull. It is usually performed for moderate to high reps as an accessory movement.",Strength,Traps,Bands,Beginner,"Upright Row - With Bands The upright row with bands is an upper-body exercise targeting the lateral deltoids and traps. The resistance band provides continuous tension, burning out the shoulders safely at the top of the pull. It is usually performed for moderate to high reps as an accessory movement."
Band seated row,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement.",Strength,Traps,Bands,Intermediate,"Band seated row The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement."
Barbell shrug,"The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.",Strength,Traps,Barbell,Intermediate,"Barbell shrug The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set."
Barbell behind-the-back shrug,"The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.",Strength,Traps,Barbell,Intermediate,"Barbell behind-the-back shrug The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set."
Clean Shrug,The clean shrug is an explosive Olympic accessory exercise targeting the trapezius. Rapidly shrugging heavy weight with the momentum of a slight hip drive builds massive trap thickness and pulling power. It is usually performed for low to moderate reps.,Olympic Weightlifting,Traps,Barbell,Beginner,Clean Shrug The clean shrug is an explosive Olympic accessory exercise targeting the trapezius. Rapidly shrugging heavy weight with the momentum of a slight hip drive builds massive trap thickness and pulling power. It is usually performed for low to moderate reps.
Snatch Shrug,The snatch shrug is a heavy pulling exercise targeting the upper traps and upper back. Using a wide snatch grip forces the traps to contract intensely to move the barbell upward. It is usually performed for low to moderate reps to build Olympic lifting strength.,Olympic Weightlifting,Traps,Barbell,Beginner,Snatch Shrug The snatch shrug is a heavy pulling exercise targeting the upper traps and upper back. Using a wide snatch grip forces the traps to contract intensely to move the barbell upward. It is usually performed for low to moderate reps to build Olympic lifting strength.
Single-arm inverted row,"The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row.",Strength,Traps,Barbell,Intermediate,"Single-arm inverted row The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row."
Kettlebell sumo deadlift high pull,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",Strength,Traps,Kettlebells,Intermediate,"Kettlebell sumo deadlift high pull The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps."
Standing dumbbell shrug,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,Dumbbell,Intermediate,"Standing dumbbell shrug The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training."
Standing dumbbell upright row,"The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Traps,Dumbbell,Intermediate,"Standing dumbbell upright row The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more."
Dumbbell pull-over,"The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso.",Strength,Traps,Dumbbell,Intermediate,"Dumbbell pull-over The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso."
Standing Dumbbell Shrug - Gethin Variation,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,Dumbbell,Intermediate,"Standing Dumbbell Shrug - Gethin Variation The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training."
Single-arm dumbbell row,"The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout.",Strength,Traps,Dumbbell,Intermediate,"Single-arm dumbbell row The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout."
Lying Face Down Plate Neck Resistance,The lying face down plate neck resistance is an isolation exercise targeting the neck extensors. Placing a weight plate on the back of the head and extending the neck builds thickness and resilience in the cervical spine. It is usually performed for moderate to high reps.,Strength,Neck,Other,Beginner,Lying Face Down Plate Neck Resistance The lying face down plate neck resistance is an isolation exercise targeting the neck extensors. Placing a weight plate on the back of the head and extending the neck builds thickness and resilience in the cervical spine. It is usually performed for moderate to high reps.
Lying Face Up Plate Neck Resistance,"The lying face up plate neck resistance is an isolation exercise targeting the neck flexors. Placing a plate on the forehead and curling the neck upward strengthens the front of the neck, crucial for contact sports. It is usually performed for moderate to high reps.",Strength,Neck,Other,Beginner,"Lying Face Up Plate Neck Resistance The lying face up plate neck resistance is an isolation exercise targeting the neck flexors. Placing a plate on the forehead and curling the neck upward strengthens the front of the neck, crucial for contact sports. It is usually performed for moderate to high reps."
Seated Head Harness Neck Resistance,"The seated head harness neck resistance is a specialized exercise targeting the neck muscles. Using a weighted head harness allows for heavy progressive overload to build a thick, injury-resistant neck. It is usually performed for moderate reps by athletes and fighters.",Strength,Neck,Other,Beginner,"Seated Head Harness Neck Resistance The seated head harness neck resistance is a specialized exercise targeting the neck muscles. Using a weighted head harness allows for heavy progressive overload to build a thick, injury-resistant neck. It is usually performed for moderate reps by athletes and fighters."
Cable straight-bar upright row,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Strength,Traps,Cable,Intermediate,"Cable straight-bar upright row The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout."
Cable shrug,"The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets.",Strength,Traps,Cable,Intermediate,"Cable shrug The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets."
Smith machine shrug,"The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,"Smith machine shrug The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
Leverage Shrug,"The leverage shrug is a machine-based isolation exercise targeting the upper trapezius. The machine provides a safe, guided path of motion, allowing the lifter to safely shrug massive weights without grip failure. It is usually performed for moderate to high reps.",Strength,Traps,Machine,Intermediate,"Leverage Shrug The leverage shrug is a machine-based isolation exercise targeting the upper trapezius. The machine provides a safe, guided path of motion, allowing the lifter to safely shrug massive weights without grip failure. It is usually performed for moderate to high reps."
Calf-Machine Shoulder Shrug,"The calf-machine shoulder shrug is an isolation exercise targeting the upper traps. Using a standing calf raise machine places the weight directly on the shoulders, allowing for a deep, heavy shrug without needing to hold dumbbells. It is usually performed for moderate reps.",Strength,Traps,Machine,Beginner,"Calf-Machine Shoulder Shrug The calf-machine shoulder shrug is an isolation exercise targeting the upper traps. Using a standing calf raise machine places the weight directly on the shoulders, allowing for a deep, heavy shrug without needing to hold dumbbells. It is usually performed for moderate reps."
Smith machine behind-the-back shrug,"The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,"Smith machine behind-the-back shrug The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
Smith machine upright row,"The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Strength,Traps,Machine,Intermediate,"Smith machine upright row The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout."
Machine low row-,"The machine low row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",Strength,Traps,Machine,Intermediate,"Machine low row- The machine low row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout."
Machine Shrug - Gethin Variation,The machine shrug is an isolation exercise heavily targeting the upper trapezius. Using a Smith machine or specific shrug machine allows for strict up-and-down movement to maximize the contraction at the top. It is usually performed for moderate to high reps for trap growth.,Strength,Traps,Machine,Intermediate,Machine Shrug - Gethin Variation The machine shrug is an isolation exercise heavily targeting the upper trapezius. Using a Smith machine or specific shrug machine allows for strict up-and-down movement to maximize the contraction at the top. It is usually performed for moderate to high reps for trap growth.
Smith machine single-arm shrug,"The Smith machine single-arm shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,"Smith machine single-arm shrug The Smith machine single-arm shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
Isometric Neck Exercise - Sides,The isometric neck exercise for sides is a strengthening movement targeting the lateral neck muscles. Pressing the head against the hand without actual movement builds stability and protects the cervical spine from injury. It is usually performed for time holds by athletes.,Strength,Neck,Body Only,Beginner,Isometric Neck Exercise - Sides The isometric neck exercise for sides is a strengthening movement targeting the lateral neck muscles. Pressing the head against the hand without actual movement builds stability and protects the cervical spine from injury. It is usually performed for time holds by athletes.
Isometric Neck Exercise - Front And Back,The isometric neck exercise for the front and back is a strengthening movement targeting the cervical spine and neck flexors/extensors. Pressing the head forward and backward against resistance without moving builds stability and protects the neck from injury. It is usually performed for time holds by combat athletes.,Strength,Neck,Body Only,Beginner,Isometric Neck Exercise - Front And Back The isometric neck exercise for the front and back is a strengthening movement targeting the cervical spine and neck flexors/extensors. Pressing the head forward and backward against resistance without moving builds stability and protects the neck from injury. It is usually performed for time holds by combat athletes.
Neck Bridge Prone,The neck bridge prone is an advanced isometric exercise targeting the neck and anterior core. Supporting the bodyweight on the forehead and toes builds immense neck strength for wrestling or combat sports. It is usually performed for time holds by experienced athletes.,Strength,Neck,Body Only,Beginner,Neck Bridge Prone The neck bridge prone is an advanced isometric exercise targeting the neck and anterior core. Supporting the bodyweight on the forehead and toes builds immense neck strength for wrestling or combat sports. It is usually performed for time holds by experienced athletes.
Side Neck Stretch,The side neck stretch is a gentle mobility exercise targeting the upper traps and cervical spine. Gently pulling the head toward the shoulder relieves tension and stiffness from heavy lifting or poor posture. It is typically performed for time holds post-workout.,Stretching,Neck,Body Only,Intermediate,Side Neck Stretch The side neck stretch is a gentle mobility exercise targeting the upper traps and cervical spine. Gently pulling the head toward the shoulder relieves tension and stiffness from heavy lifting or poor posture. It is typically performed for time holds post-workout.
Neck-SMR,The neck-SMR is a recovery technique targeting the tight fascia of the cervical spine and upper traps. Using a massage ball or roller to release tension helps prevent headaches and improves neck mobility. It is typically performed for time during a cool-down routine.,Stretching,Neck,Body Only,Intermediate,Neck-SMR The neck-SMR is a recovery technique targeting the tight fascia of the cervical spine and upper traps. Using a massage ball or roller to release tension helps prevent headaches and improves neck mobility. It is typically performed for time during a cool-down routine.
Single-leg depth squat,"The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control.",Strength,Quadriceps,Bands,Intermediate,"Single-leg depth squat The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control."
Squats - With Bands,"The squat with bands is a lower-body exercise targeting the quads and glutes. Using resistance bands around the knees forces the abductors to fire, or attaching them to the bar creates accommodating resistance. It is usually performed for moderate reps in strength routines.",Strength,Quadriceps,Bands,Beginner,"Squats - With Bands The squat with bands is a lower-body exercise targeting the quads and glutes. Using resistance bands around the knees forces the abductors to fire, or attaching them to the bar creates accommodating resistance. It is usually performed for moderate reps in strength routines."
Hip Flexion with Band,The hip flexion with band is an isolation exercise targeting the hip flexors. Driving the knee upward against the resistance of a band strengthens the front of the hip and improves sprinting mechanics. It is usually performed for moderate reps in athletic training.,Strength,Quadriceps,Bands,Beginner,Hip Flexion with Band The hip flexion with band is an isolation exercise targeting the hip flexors. Driving the knee upward against the resistance of a band strengthens the front of the hip and improves sprinting mechanics. It is usually performed for moderate reps in athletic training.
Forward Band Walk,"The forward band walk is a lower-body exercise targeting the glutes, quads, and hip stabilizers. Walking forward against band resistance keeps the lower body under continuous tension and improves pelvic stability. It is usually performed for distance or time as a warm-up.",Strength,Quadriceps,Bands,Beginner,"Forward Band Walk The forward band walk is a lower-body exercise targeting the glutes, quads, and hip stabilizers. Walking forward against band resistance keeps the lower body under continuous tension and improves pelvic stability. It is usually performed for distance or time as a warm-up."
Boss Everline Resistance-Band Pull Sprint,The Boss Everline resistance-band pull sprint is a dynamic cardiovascular and power drill. Sprinting against the heavy resistance of a band builds explosive forward acceleration and fast-twitch muscle endurance. It is typically performed for low reps or time in athletic conditioning.,Strength,Quadriceps,Bands,Intermediate,Boss Everline Resistance-Band Pull Sprint The Boss Everline resistance-band pull sprint is a dynamic cardiovascular and power drill. Sprinting against the heavy resistance of a band builds explosive forward acceleration and fast-twitch muscle endurance. It is typically performed for low reps or time in athletic conditioning.
Banded jump squat,"The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat.",Strength,Quadriceps,Bands,Intermediate,"Banded jump squat The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat."
Speed Box Squat,"The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel.",Powerlifting,Quadriceps,Bands,Intermediate,"Speed Box Squat The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel."
HM Banded Squat Toe Tap,The HM banded squat toe tap is a lower-body exercise targeting the glutes and quads. Holding a squat while tapping the foot outward against a band intensely taxes the abductors and builds isometric leg strength. It is usually performed for moderate to high reps per side.,Strength,Quadriceps,Bands,Intermediate,HM Banded Squat Toe Tap The HM banded squat toe tap is a lower-body exercise targeting the glutes and quads. Holding a squat while tapping the foot outward against a band intensely taxes the abductors and builds isometric leg strength. It is usually performed for moderate to high reps per side.
UP Band Abducted Squat,"The UP band abducted squat is a lower-body exercise emphasizing the gluteus medius and outer thighs. The band forces the knees outward during the squat, demanding higher glute activation throughout the movement. It is usually performed for moderate reps in leg workouts.",Strength,Quadriceps,Bands,Intermediate,"UP Band Abducted Squat The UP band abducted squat is a lower-body exercise emphasizing the gluteus medius and outer thighs. The band forces the knees outward during the squat, demanding higher glute activation throughout the movement. It is usually performed for moderate reps in leg workouts."
FYR2 Lateral Band Walk,The FYR2 lateral band walk is a lower-body exercise targeting the glute medius and hip abductors. Stepping side to side with a resistance band forces the glutes to work hard to stabilize the pelvis. It is usually performed for moderate reps or distance in a glute circuit.,Strength,Quadriceps,Bands,Intermediate,FYR2 Lateral Band Walk The FYR2 lateral band walk is a lower-body exercise targeting the glute medius and hip abductors. Stepping side to side with a resistance band forces the glutes to work hard to stabilize the pelvis. It is usually performed for moderate reps or distance in a glute circuit.
FYR2 Banded Squat Hold-Pulse-Jump Complex,"The FYR2 banded squat hold-pulse-jump complex is a brutal lower-body plyometric exercise. Combining isometric holds, pulses, and explosive jumps against band resistance completely fatigues the quads and glutes. It is usually performed for time in high-intensity intervals.",Strength,Quadriceps,Bands,Intermediate,"FYR2 Banded Squat Hold-Pulse-Jump Complex The FYR2 banded squat hold-pulse-jump complex is a brutal lower-body plyometric exercise. Combining isometric holds, pulses, and explosive jumps against band resistance completely fatigues the quads and glutes. It is usually performed for time in high-intensity intervals."
Band split squat,"The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads.",Strength,Quadriceps,Bands,Intermediate,"Band split squat The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads."
Band front squat,"The band front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding band in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the tension of the band changes as it stretches, the resistance more closely matches the natural strength curve of the squat. This movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.",Strength,Quadriceps,Bands,Intermediate,"Band front squat The band front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding band in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the tension of the band changes as it stretches, the resistance more closely matches the natural strength curve of the squat. This movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance."
Squat hold with band pull-apart,"The squat hold with band pull-apart is a combination of the squat hold and band pull-apart. It involves holding the squat position with the thighs at or below parallel to the ground while performing a band pull-apart. The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The squat hold band pull-apart can be performed for mobility purposes or to increase time under tension on lower-body muscles including the quads, glutes, and hamstrings.",Strength,Quadriceps,Bands,Intermediate,"Squat hold with band pull-apart The squat hold with band pull-apart is a combination of the squat hold and band pull-apart. It involves holding the squat position with the thighs at or below parallel to the ground while performing a band pull-apart. The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The squat hold band pull-apart can be performed for mobility purposes or to increase time under tension on lower-body muscles including the quads, glutes, and hamstrings."
Banded squat toe tap,"The banded squat toe tap is a banded variation on the classic bodyweight squat, but with a lateral toe tap to add extra focus to the stabilizer muscles around the hips. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",Strength,Quadriceps,Bands,Intermediate,"Banded squat toe tap The banded squat toe tap is a banded variation on the classic bodyweight squat, but with a lateral toe tap to add extra focus to the stabilizer muscles around the hips. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout."
Band overhead squat,"The band overhead squat is a full-body, functional movement that works to build full-body strength and stability. It is a variation of the classic barbell exercise and can be used to train core strength and stability for Olympic weightlifting or CrossFit.",Strength,Quadriceps,Bands,Intermediate,"Band overhead squat The band overhead squat is a full-body, functional movement that works to build full-body strength and stability. It is a variation of the classic barbell exercise and can be used to train core strength and stability for Olympic weightlifting or CrossFit."
Quadriceps SMR,"Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upper leg, some people find they can cause this often painful and tight muscle group to relax or ""release."" Quadriceps SMR is often accompanied by SMR on the calf, glute, or hip muscles, or by stretches that target the calves or quads.",Stretching,Quadriceps,Foam Roll,Intermediate,"Quadriceps SMR Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upper leg, some people find they can cause this often painful and tight muscle group to relax or ""release."" Quadriceps SMR is often accompanied by SMR on the calf, glute, or hip muscles, or by stretches that target the calves or quads."
